""	"AMR.Gene.Family"	"AMR1A"	"AMR1H"	"AMR2A"	"AMR3A"	"AMR3H"	"AMR4A"	"AMR5A"	"AMR5H"	"AMR6A"	"AMR7A"	"AMR7H"	"AMR9H"	"AMR10A"
"111"	"GIM beta-lactamase"	0.205283609081356	0.0443868401896206	0.0316225661917806	0.0853108963505171	0.0268346198165775	0.140564097842433	0.0294290759270159	0.00421019709736983	0.0272309966544776	0.0366900169181745	0.178400088717882	0.0133432731048926	0.0523986546291379
"112"	"GMB beta-lactamase"	0.0523764714237523	0.01232048033446	0.0221417593581495	0.00907641552619532	0.0147316085075039	0.0414409436523285	0.00781893746654397	0.0123187842008351	0.0135888951548794	0.00771459843104354	0.038579463542407	0.0116834838024429	0.020772746157042
"113"	"GOB beta-lactamase"	1.03492034809464	1.11750761937013	0.486180170794463	1.72359819537796	1.48286507068984	0.674232992307368	1.7907622085635	1.23998668288275	1.32932174214919	0.648599101359564	0.908833421844574	1.41743444365698	2.13411927631696
"114"	"GPC beta-lactamase"	0.0410273776342181	0.00710328171615286	0.00552435319031397	0.00180178015879689	0.00060145672819569	0.0570554215617625	0.00135888951548794	0.000964324803880443	0.00174042692672513	0.00212426978226235	0.0226056355238398	0.00887736803792412	0.0168379897904286
"115"	"GRD23 beta-lactamase"	0.0161796972423482	0.0202559616978179	0.00540534047639067	0.00541311055376121	0.0097253559480277	0.0495994673153099	0.00144648720582066	0.00319078269899606	0.00743494423791822	0.00855348371172316	0.104752942847505	0.00739228820067598	0.0136757925447394
"116"	"GRD33 beta-lactamase"	0.0773409446643955	0.0282278891544846	0.00631529564605474	0.0213957830856609	0.00611500281969574	0.0361621801455166	0.00203049808117931	0.00177022481855196	0.00549866810039346	0.00443868401896206	0.0447644118818712	0.0032561410820808	0.0110495493362378
"117"	"HERA beta-lactamase"	0.335731702922487	0.0478158098915573	0.080396275837029	0.132491727760074	0.124880062102517	0.118349031017309	0.0538148344839795	0.0604853491043281	0.239688937023951	0.0624237670279305	0.237047070775483	0.052090732585121	0.141177914863579
"118"	"HMB beta-lactamase"	0.10886366780342	0.215254544983013	0.072021144320861	0.0728065226929735	0.0719376463046385	0.148698884758364	0.0806471321391041	0.139374678195409	0.235731857066001	0.101591601760921	0.249404113589367	0.41862320842157	0.0936925682574384
"119"	"IDC beta-lactamase"	0.393552737363521	0.153554515250138	0.0612346250464081	0.047861740484941	0.0382368560807222	0.20772746157042	0.0665802602844309	0.0213554992463973	0.0384224647685535	0.0260453662925605	0.497805604149403	0.0618611187853599	0.0592434877272755
"120"	"IMI beta-lactamase"	1.24881946473342	0.43539264895202	0.210011515824832	0.665958576739246	1.13700237053691	1.18779184347425	0.719105368854647	0.649274531766912	0.651528784076021	0.741490961544364	0.775366061668929	0.394555613696373	0.816929899634327
"121"	"IMP beta-lactamase"	1.12392055892266	0.268315817870124	0.288900690387679	0.653730540824556	1.77724908119241	0.719105368854647	0.722863320221939	0.261242916449622	0.791823957278335	0.503297257690598	0.485375579653922	0.549806789595166	0.735838672636721
"122"	"IND beta-lactamase"	0.36781022384791	0.15365551425031	0.108140472641071	0.303605986897005	0.0402469024259026	0.563312407199979	0.0540638663951635	0.0245526808458399	0.11411274339047	0.03488449023535	0.508960294613449	0.0917250422954362	0.111861677250131
"123"	"JOHN beta-lactamase"	0.0683306779961055	0.138077665632102	0.113630310885429	0.12402616870023	0.14587512047722	0.0801092326877239	0.170641131878587	0.0786777336007976	0.08931632413706	0.156254052231645	0.110749495512267	0.0973968051919247	0.069617077069005
"124"	"KBL beta-lactamase"	0.091644468339891	0.0612538394616764	0.0164273071126133	0.0390736929849697	0.0193367113384161	0.0681336893472056	0.0300296693132815	0.00872112255883751	0.0304727819704868	0.0326133483717106	0.02169730808731	0.00986241925144238	0.00955921402018056
"125"	"KHM beta-lactamase"	0.216607780125348	0.0213554992463973	0.016280705410404	0.0386734226768322	0.00491053616916797	0.094293161643704	0.00300728364097845	0.00389014237921108	0.00747389233518369	0.00144648720582066	0.0203049808117931	0.00531067445565587	0.0238275617683717
"126"	"KLUC beta-lactamase"	0.014784576401352	0.00976842324624241	0.0051301479061104	0.00245526808458399	0.00120118677253126	0.00691675237425043	0.00583521356881662	0.000679444757743972	0.00192864960776089	0.000870213463362563	0.0548769693751106	0.00488770497812752	0.0292953145251496
"127"	"KPC beta-lactamase"	0.324962879991664	0.0564316269672144	0.0503329957339717	0.0750741732832038	0.0114276778357181	0.309914676210483	0.0441639092533582	0.0183221712737284	0.0171141981127971	0.0215967427863339	0.144187296854762	0.0399481561706585	0.0948676985753418
"128"	"L1 family beta-lactamase"	0.106943852504301	0.0251664978669859	0.0198195817467658	0.0111269494716203	0.0097253559480277	0.047561133042078	0.00964324803880443	0.00435106731681281	0.00672685431049743	0.0164960043011804	0.0594783658540916	0.01232048033446	0.040376149417802
"129"	"LAP beta-lactamase"	0.208083970168493	0.0540534047639067	0.0111269494716203	0.0414948520449182	0.0115505608816475	0.0506270522037233	0.0069617077069005	0.00283235970968313	0.0195508199125101	0.0230811568986027	0.147024398657889	0.0208393029253171	0.0185474578143991
"130"	"LCR beta-lactamase"	0.138136478841095	0.0264640960406104	0.00907699888482585	0.0251394560365269	0.000964324803880443	0.0319078269899606	0.00177022481855196	0.00183288936679782	0.00621415762654688	0.00287477874470733	0.0416786058506343	0.00236776057205095	0.00797962127489795
"131"	"LEN beta-lactamase"	0.0980374466958975	0.10892398661791	0.0760978128673248	0.104629241221028	0.0748383578491804	0.0980704549477784	0.132578997531709	0.151802993448502	0.0928142851862651	0.130896871499648	0.132594592034853	0.108031795721695	0.159757840746658
"132"	"LHK beta-lactamase"	0.623719494800176	0.249356226092038	0.093539505976403	0.0791894251659932	0.0477960701009028	0.323810454800948	0.175771887150898	0.0373721236811953	0.0944280913803433	0.0595886410632823	0.364607310560722	0.128526984660845	0.0721748073834828
"133"	"LMB beta-lactamase"	0.23440844142167	0.0650919242619299	0.0391596058513153	0.0513365197380067	0.0849238739949657	0.265433304333931	0.0542101134716239	0.0488421162312121	0.0773468453536645	0.0656784212626216	0.270867617205799	0.0282684662251974	0.105033844238699
"134"	"LRG beta-lactamase"	0.219866055284741	0.0574340885819292	0.0410692157904054	0.161294264278208	0.156241677467464	0.107598861587617	0.130245643283232	0.0363056621047813	0.0933001872141914	0.111109776459142	0.0968345332395061	0.107627272491507	0.118223387847451
"135"	"LUS beta-lactamase"	0.00580142308908375	0.00460258452823509	0.00366577873359564	0.0328462617403192	0.00205341338907666	0.0299564979551434	0.00157850704803397	0	0.00720712063518757	0.00180437018458707	0.0259342825280739	0.00679444757743972	0.0106075728426849
"136"	"LUT beta-lactamase"	0.118605062842981	0.0219946724015738	0.0319585249365268	0.0324439315474113	0.00195368464924848	0.0773468453536645	0.0122763404229199	0.00180178015879689	0.00571383891785905	0.0123187842008351	0.147439512430442	0.00385729921552177	0.0124730596415301
"137"	"MAL beta-lactamase"	0.237664654561451	0.114518047689221	0.0275157394136273	0.0827059834848524	0.0201259648624331	0.161433876561397	0.0414409436523285	0.00811966583064181	0.0609455639409736	0.0462022435265901	0.107040053230729	0.0205950519662473	0.032572136661356
"138"	"MBL beta-lactamase"	0.233474779397404	0.0533887481159932	0.0234442157909818	0.0138119366702972	0.00491053616916797	0.103302062437688	0.00240582691278276	0.00842864182162401	0.023780566521039	0.0168756840679078	0.0446709577859449	0.0155779784032572	0.0415454923140839
"139"	"MIR beta-lactamase"	0.126079582089307	0.0481908880147959	0.0394626762008492	0.0982107233833594	0.0288284825407503	0.0625514997323518	0.0304727819704868	0.0543555806195177	0.0371265049493971	0.0310376135265981	0.0541688794476899	0.0287152667464992	0.108303890062674
"140"	"MOC beta-lactamase"	0.168668108051786	0.0430143170589257	0.0491053616916797	0.0696688328068131	0.0147356898407944	0.150418838662828	0.0638678072279333	0.026036769704772	0.03393832507114	0.0293857319879625	0.200395904103228	0.116293521296806	0.0673519591617145
"141"	"MOX beta-lactamase"	1.5149721393506	1.55909523371083	2.06844362229883	1.18065955744814	5.92274177234887	3.25657872386686	1.68419326997719	0.610019637817157	2.25632855372632	1.75835186588138	2.91000124283153	1.59468083795694	1.23407747010862
"142"	"MSI beta-lactamase"	0.34496516588405	0.133932325137236	0.0372903171481328	0.110869057807516	0.0781361471405567	0.19624009758967	0.0394496770057695	0.0219507877500443	0.0910335052176251	0.111854837277844	0.131829139578722	0.126989502201151	0.04972297201307
"143"	"MSI-OXA family beta-lactamase"	0.218615992600689	0.112773136536692	0.293057392567235	0.317980146624179	0.76181659506555	0.109646896383683	0.164984953089042	0.228500207727462	0.809615965058679	0.196717002673544	0.351663236864727	0.222964120534798	0.214835957401099
"144"	"MUS beta-lactamase"	0.0381925022404263	0.0129671412640369	0.0312544588562227	0.0202508208814893	0.00203049808117931	0.026199327314569	0.00855348371172316	0.00443868401896206	0.00821365355630665	0.00586105394774545	0.121150415936607	0.0141177914863579	0.0336332296308753
"145"	"MYO beta-lactamase"	0.0991986306698825	0.0577528044082376	0.0159113592640273	0.0304574712176897	0.0276155071694105	0.0470441604144774	0.0417236297782433	0.0217661819242126	0.0371200083357212	0.0201259648624331	0.0632231531780376	0.0330326362446097	0.0150364182048922
"146"	"MYX beta-lactamase"	0.754863125853552	0.363068288660987	0.329810902614411	0.414586652504868	1.12722696058066	1.42304209647924	0.429163398317022	0.364036572976634	0.896986630045303	0.514378663720345	0.554948288909443	0.319072794307813	0.389014237921108
"147"	"NDM beta-lactamase"	0.376086673513373	0.100364619441149	0.146574614976102	0.282264962486864	0.796299913001793	0.275978759491903	0.216207767850165	0.1022083313602	0.356627689285824	0.177175048948361	0.286594130985246	0.215254544983013	0.242561778514598
"148"	"NPS beta-lactamase"	0.0240759058196976	0.0134537086209949	0.0195508199125101	0.0594783658540916	0.0283371047692579	0.0312589543879757	0.0217044719104671	0.0300770340361538	0.043843317197391	0.0108262211075224	0.0226924972120646	0.0183450084590872	0.0149470344601469
"149"	"NmcA beta-lactamase"	0.839440608957338	0.531537916371368	0.527315661452692	0.401647658903395	0.873948266430488	0.783728749348866	0.513151029678053	0.273269990750862	0.350950000902185	0.481729297958972	0.813974819777278	0.460465093852912	0.430465593210014
"150"	"OCH beta-lactamase"	0.491214350301816	0.256555936296007	0.0644771804170072	0.125687045768319	0.0418304367729002	0.402663965871774	0.0348344164034066	0.00691675237425043	0.0739127052050105	0.0672650310166532	0.150916831807289	0.0243659769741518	0.047087980173482
"151"	"OHIO beta-lactamase"	0.186424728796406	0.0291584701248886	0.0227929875745656	0.0193367113384161	0.00675198723260596	0.0672664592617506	0.00451092546146767	0.00324178531600923	0.0101916713661596	0.00433946161746199	0.0406099616235863	0.00566471941936626	0.0274933405019673
"152"	"OKP beta-lactamase"	0.411504043170963	0.175831618432363	0.0670865495414437	0.123377221250345	0.139337665613626	0.176226821361337	0.10892398661791	0.0448433540111021	0.112343839652072	0.0382893923879528	0.167109222871305	0.0946992839512207	0.172220939935728
"153"	"ORN beta-lactamase"	0.108755112141499	0.00631402819213588	0.0147316085075039	0.0282278891544846	0.00691675237425043	0.123836199071553	0.0122300056393915	0.00433946161746199	0.00783192117026306	0.0042485395645247	0.170458711112197	0.0195302096834331	0.0283371047692579
"154"	"ORR beta-lactamase"	0.166137866805575	0.0865481999815855	0.0564557783089693	0.0288699229533931	0.0194507118960554	0.164425631374041	0.0207329832834295	0.00957234809698819	0.0208886528589131	0.040934529191818	0.439429717877244	0.022176864602028	0.0592617676938706
"155"	"OXA beta-lactamase"	22.4859589356413	9.5254111061729	4.98276826473719	14.5082860032677	25.5063562057087	15.4465547085569	4.59066609039197	4.04213135068154	14.2238324494734	13.4190295261261	10.9356583448667	10.226236682383	6.79192120092816
"156"	"OXY beta-lactamase"	0.86725684976757	0.26794897241118	0.573147643870432	1.0368327003173	0.468179692283955	0.350115883426204	0.50699238803328	0.497934944646741	1.07504926939261	0.641897025425365	0.915626872281122	0.490126438414548	0.736580425375196
"157"	"PAC beta-lactamase"	0.0706711655629936	0.080396275837029	0.0869689289912284	0.071842197889093	0.0409000327780405	0.0924057355284121	0.0879786896062954	0.105640679651297	0.0907608717971885	0.11526739430566	0.110890120124386	0.0963692723199214	0.124923424343251
"158"	"PAM beta-lactamase"	0.274903394797583	0.0706622548053731	0.0433946161746199	0.0327780404533232	0.0237210125685962	0.180234121068452	0.0337339985441116	0.00862433623412198	0.0429810622834666	0.0197313381004246	0.190283276555259	0.0366361965622035	0.0273662811329039
"159"	"PAU beta-lactamase"	0.263624566004661	0.0694313858793919	0.0333581827622316	0.0608957337581873	0.0800361690168381	0.166894519112973	0.0513353347269166	0.0534007137461252	0.0461713311549936	0.0687475063683516	0.094293161643704	0.030975021502078	0.0953084882906714
"160"	"PDC beta-lactamase"	2.81389977772313	0.497472029888932	0.385909010444326	0.987316405581759	0.803401807432133	1.39098222976053	0.717653494490609	0.217833972628688	0.597243961575054	0.470264621445989	0.877525366437512	0.512202079929459	0.859497618546124
"161"	"PER beta-lactamase"	0.704582834169222	0.599044078597982	2.13042840734133	2.5389272588463	4.90724731721541	2.83935502357446	1.03826301084434	1.27919467206826	3.06182508318218	0.706410927265838	1.80048756451153	1.72375135039646	1.29315956200367
"162"	"PFM beta-lactamase"	0.28040361125863	0.149685964955155	0.146476572625748	0.0554421615050699	0.158248456589127	0.184290697857966	0.0748856765798116	0.0624617121716256	0.0550332906299056	0.0855831323426437	0.245279557545574	0.0486984025959624	0.0333581827622316
"163"	"PFM-like beta-lactamase"	0.250494880129035	0.118068994904391	0.0381934890368259	0.0507958008804605	0.0201259648624331	0.138722646778995	0.0570563716952349	0.00992403601522888	0.0544619933089551	0.0597911386814695	0.0703957106832723	0.0176943404217054	0.0251371924234378
"164"	"PLA beta-lactamase"	0.107416153258882	0.0324439315474113	0.032561410820808	0.0217044719104671	0.0767271276432496	0.0660652724892193	0.0279677378610996	0.0401981379185145	0.0455227987688461	0.0221794704892502	0.0104425615603508	0.0258452823508586	0.0586524597375302
"165"	"PLN beta-lactamase"	0.0151952590791673	0.0253979004402303	0.0102602958122208	0.0220974127612559	0.0204201751330314	0.0144349614766966	0.00583521356881662	0.0129094503971355	0.0221794704892502	0.00783192117026306	0.0435475305363781	0.0171069674234463	0.0372849457592813
"166"	"PME beta-lactamase"	0.257235145484384	0.0662972960174267	0.0448086425436577	0.0582575584677662	0.00060145672819569	0.180243263570113	0.0142683399126234	0.00626811122522288	0.00986241925144238	0.00885112409275978	0.198563014736431	0.0266321041137723	0.0431216811706099
"167"	"PNGM beta-lactamase"	0.0911587820239617	0.0939140042353375	0.0588581518540318	0.0490187233479487	0.075857776394616	0.161028407585321	0.0877535571531203	0.0472815981760326	0.0555850593025314	0.110584325130135	0.245903094650498	0.0743335646845752	0.143921435827972
"168"	"POM beta-lactamase"	0.205628702083909	0.0594587452402974	0.021351713850947	0.063538992193781	0.0224216770055511	0.104147078819088	0.0101524904058966	0.00885112409275978	0.0354358610914245	0.0550396818351295	0.0529780654381779	0.0169319336268202	0.024072232482518
"169"	"PRC beta-lactamase"	0.102100875665157	0.0138335047485009	0.0239892113384683	0.0271777903097589	0.0149470344601469	0.0379993212334986	0.00672685431049743	0.00549866810039346	0.0204179464872255	0.0114991149788293	0.0761937013206908	0.0149958169563227	0.0380566553110518
"170"	"PST beta-lactamase"	0.116983333634062	0.0414948520449182	0.0251394560365269	0.0390551545571579	0.009282276942534	0.114356523278456	0.0158850411789144	0.0142037888606786	0.0139632110457213	0.00846596681341009	0.051301479061104	0.0202559616978179	0.0576569650815005
"171"	"PSV beta-lactamase"	0.0142638553904406	0.00883278185067163	0.00964324803880443	0.00609149424353794	0.0187643830766507	0.0293262298687651	0.0079896312341317	0.00328546142252266	0.0208393029253171	0.0110495493362378	0.108645612742841	0.0108106809527813	0.0114276778357181
"172"	"R39 beta-lactamase"	0.262945121246917	0.0703957106832723	0.0420603173958572	0.0785979819437068	0.0464331972922114	0.274310672371855	0.0579062575719619	0.0735887884550262	0.0674811763034522	0.0933001872141914	0.255252189162893	0.038793958968622	0.114759200186727
"173"	"RAHN beta-lactamase"	0.589684617572891	0.117478817553946	0.0725792175606302	0.262103179452088	0.150027519840918	0.27803217288098	0.149131261559301	0.0410411832488832	0.158978608476813	0.121319864025657	0.223741902888797	0.183485048886123	0.169861189435993
"174"	"RCP beta-lactamase"	0.0725177886135469	0.014515843512126	0.0366577873359564	0.0443868401896206	0.00369614410033799	0.123733361119071	0.00828716200217834	0.00491053616916797	0.0150148346566408	0.00451092546146767	0.125132913197956	0.023101121763295	0.0419481289687993
"175"	"ROB beta-lactamase"	0.278633386440078	0.238886580805983	0.268984251549101	0.275157394136273	0.343848498267733	0.269924705213809	0.27437620845226	0.172970895244502	0.176828278089533	0.309914676210483	0.320018480897411	0.245902824989513	0.141844794528098
"176"	"RSA beta-lactamase"	0.203450719714558	0.0710189443033929	0.0201234512129513	0.0280028133058949	0.00315701409606794	0.108031795721695	0.0198195817467658	0.00300728364097845	0.0246375684016702	0.0156272294281113	0.0650919242619299	0.00957234809698819	0.0269074172419897
"177"	"RSA2 beta-lactamase"	0.293840882055288	0.0542101134716239	0.036468780119305	0.0343325282947388	0.0153454255286499	0.112310963231673	0.0129313196562073	0.0110220700744314	0.0278572350675028	0.0120540600485055	0.0388695346968611	0.00743494423791822	0.0574305334929984
"178"	"RSD2 beta-lactamase"	0.286656509115102	0.257235145484384	0.0552477466811889	0.170027314857441	0.132731138364704	0.118186247090453	0.127077984387562	0.0958017108419	0.172131977492659	0.0771589270848139	0.107983713931669	0.163738116767272	0.193526623226746
"179"	"RUB beta-lactamase"	0.864179843184245	0.383971839434263	1.1877359359175	1.16695294951412	1.73670630266505	1.69675043439923	1.01848769185821	0.561237035858418	0.800886457448012	0.423791821561338	0.806471321391041	1.32361557445449	0.610274459233584
"180"	"Rm3 family beta-lactamase"	0.0232829789585011	0.00797962127489795	0.0246243288368908	0.0141342331125987	0.0181539977696517	0.0292161245829908	0.013018384852386	0.00638156539799213	0.0102673039476013	0.0146631149343826	0.0967633116133729	0.00944570158975265	0.0273515850894788
"181"	"SCO beta-lactamase"	0.221587944633705	0.127325797888314	0.0664609684656237	0.167276122306076	0.292161245829908	0.153809806218931	0.0719376463046385	0.0545229244114002	0.198563014736431	0.203291728068462	0.0862433623412198	0.156946000156295	0.0844501270698174
"182"	"SFC beta-lactamase"	0.0726717997381413	0.00902185092293535	0.0317694960968905	0.0156272294281113	0	0.0310376135265981	0.00141617985484156	0	0.0079896312341317	0.00410682677815332	0.111360025007164	0.00473552114410191	0.0128901574440659
"183"	"SFH beta-lactamase"	0.0637544131887431	0.063538992193781	0.0502789120730539	0.0689492234774517	0.037129107770136	0.0594795539033457	0.0543757178816687	0.0426113665820358	0.0566742095385159	0.0586105394774545	0.0469605846790106	0.0619955191357456	0.0732723931244069
"184"	"SFO beta-lactamase"	0.0518685650561477	0.0095122266084156	0.0308583937241742	0.0104425615603508	0.0208886528589131	0.0623182384711259	0.0417236297782433	0.0139632110457213	0.0390736929849697	0.0169689507663652	0.0251664978669859	0.0282278891544846	0.0162393316612836
"185"	"SGM beta-lactamase"	0.870368734670028	0.34860341660278	0.20711080428029	0.402195078775004	0.730711894230064	1.04309074445608	0.325671363507559	0.351012008648311	0.317279916654828	0.425375195654175	0.631223648965178	0.175926092997239	0.531004434762312
"186"	"SHD beta-lactamase"	0.203954696020714	0.0475716693304868	0.0254912373871482	0.0873677264840294	0.0514887346199599	0.0911715544750038	0.0410273776342181	0.0153904437183312	0.0570849829665777	0.0534528113776411	0.0418012426096004	0.033714567286496	0.0659061415011652
"187"	"SHN beta-lactamase"	0.0295872577543271	0.0177022481855196	0.0336029717246267	0.0745698915185626	0.0275157394136273	0.076844929537107	0.0149958169563227	0.0257803148881318	0.0636628989441568	0.0156378749330879	0.0382530667289089	0.0421255749801262	0.0332692057338753
"188"	"SHV beta-lactamase"	1.37227827934148	1.399105549989	2.89757292757843	1.30638159813057	6.90432155044414	1.87960726744645	2.02191326765491	1.48106329053104	1.5770195413291	1.80308099276434	2.30467661826755	1.62970891855795	0.909082998059424
"189"	"SHW beta-lactamase"	0.642122241501503	0.295616355662873	0.105134765520725	0.230534788611321	0.265583810831715	0.464045667986373	0.178976829107158	0.0499209084402423	0.267771467102363	0.155592849523369	0.28254716753697	0.0759986424669972	0.114002478314746
"190"	"SIM beta-lactamase"	0.0585906290502992	0.00780297087849132	0.0175831618432363	0.0217044719104671	0.0417395574379278	0.0618611187853599	0.0105254927434246	0.00713192769522031	0.0360105721604305	0.0144648720582066	0.0217553365840641	0.0141617985484156	0.0274933405019673
"191"	"SMB beta-lactamase"	0.157702148281088	0.0807522988356039	0.0189420845764076	0.0656784212626216	0.0126124611115782	0.0682653386502108	0.0181539977696517	0.0142683399126234	0.026036769704772	0.00841206347917144	0.0824924765445212	0.020772746157042	0.0745698915185626
"192"	"SME beta-lactamase"	0.353616921513975	0.0820823664977664	0.101893625510235	0.153151313497736	0.08931632413706	0.240540470447885	0.139965620095258	0.063163274654169	0.0681667212967341	0.0704549477783679	0.122192624453188	0.169557729524351	0.113759101754847
"193"	"SPG beta-lactamase"	0.27742261369197	0.114169965933155	0.0486480642875161	0.0345837618712522	0.0136154983272388	0.33360737605229	0.013018384852386	0.00667163655244631	0.0155779784032572	0.0415454923140839	0.472275979617563	0.0143738937235366	0.0449347469327151
"194"	"SPM beta-lactamase"	0.129515391461805	0.0522516246051098	0.0255619109483168	0.0667807775097902	0.10259615841934	0.0819676083298377	0.0313276846810523	0.0290316870242521	0.0739265377941788	0.0674679970882233	0.0743335646845752	0.0651228216416161	0.0489337184890531
"195"	"SPN79 beta-lactamase"	0.245642694982643	0.0219531705791427	0.0382530667289089	0.0217422322478071	0.000964324803880443	0.0643957962888296	0.00743494423791822	0.00672059434492534	0.0239688937023951	0.00698160552286065	0.331475162155826	0.00907641552619532	0.0398981063744898
"196"	"SPR beta-lactamase"	0.587623223447189	1.05682201301901	1.14282608252536	1.23819304818249	2.05428391584456	1.19136130288547	1.60255626970356	1.72487260976866	2.47066698973704	1.5271301674959	0.928556771005983	2.27419206334592	1.23121644184454
"197"	"SPS beta-lactamase"	0.43893773178765	0.18480897410636	0.0617167874483484	0.0783192117026307	0.071517082669499	0.271878589408343	0.17310867673952	0.0529780654381779	0.10680142749225	0.0595886410632823	0.158978608476813	0.115313930163001	0.0586420309990798
"198"	"SPU beta-lactamase"	0.0108711161239035	0.00482162401940222	0.004641138471267	0	0.0122192624453188	0.0159792624682634	0.00164273071126133	0.00651228216416161	0.00473552114410191	0.00552435319031397	0.0414409436523285	0.00120291345639138	0.0097253559480277
"199"	"SRT beta-lactamase"	0.630186259335869	0.152287356088449	0.114710568242167	0.369632688970894	0.498020346927543	0.346616180076141	0.250722863320222	0.079319979163707	0.265782770156216	0.253450409004096	0.231861568719438	0.236650328068674	0.292840690587652
"200"	"SST beta-lactamase"	0.13024194834993	0.0828465215082315	0.050709939148073	0.126946362942315	0.0780297087849132	0.184297585245774	0.105365345456267	0.0398981063744898	0.183180982811017	0.052326735353025	0.127077984387562	0.108711161239035	0.0496627273998428
"201"	"STA beta-lactamase"	0.0704549477783679	0.0452112710476796	0.045274576993413	0.0365507583255646	0.0358175519028888	0.0797146059257155	0.0349875702053218	0.0174172082017033	0.0231560840355341	0.0259342825280739	0.103275603177084	0.0395373169590982	0.0191446961939764
"202"	"Sed beta-lactamase"	0.310369266111098	0.166894519112973	0.0423003158149792	0.089218265649014	0.0682704298274692	0.170641131878587	0.0738729865106725	0.021351713850947	0.0933634171010659	0.0645472519856773	0.127773036514159	0.0272666885186936	0.0417773057178262
"203"	"Subclass B1 Vibrio cholerae varG beta-lactamase"	0.529091135060277	0.129775726189645	0.126338273984735	0.175608909093779	0.151612804223061	0.30510144022294	0.105555655798344	0.139396768588397	0.190244532168312	0.164417379061616	0.106166042530233	0.0966542750929368	0.202839756592292
"204"	"TEM beta-lactamase"	1.22095960114498	0.63104014170726	0.271897839023851	0.521130650952951	0.383178580437472	0.529883377540403	0.322233460411318	0.226255104328743	0.322084484496068	0.134012873357835	0.702425208001416	0.360468242136905	0.597446868952293
"205"	"TER beta-lactamase"	0.489723618744953	0.0631402819213588	0.169413497836295	0.143541819317486	0.26373877531381	0.422080448144402	0.072021144320861	0.0535200266153646	0.102685188676782	0.0371747211895911	0.398958918839659	0.130497310157485	0.0476391906265786
"206"	"THIN-B beta-lactamase"	0.135751606130921	0.0626093361568916	0.0372367899484691	0.0294713796815888	0.0194507118960554	0.149477846703674	0.0197686584795491	0.0069617077069005	0.016286068330678	0.0213837092793079	0.330238091010777	0.0151952590791673	0.0429810622834666
"207"	"TLA beta-lactamase"	0.854433293435227	0.555548882295708	0.211412039960785	0.820820042013538	1.21280889257299	0.590648942376771	0.408420185471496	0.254558328907771	0.892006158508272	1.0058057986968	0.354829833632447	0.714397353408529	0.441587346687503
"208"	"TMB beta-lactamase"	0.0720712063518757	0.00902185092293535	0.0116704271376332	0.0305750140984787	0.000482162401940222	0.0261064039008769	0.00212426978226235	0	0.00621415762654688	0.00205341338907666	0.0286540415223111	0.00552477466811889	0.0282355829727158
"209"	"TRU beta-lactamase"	0.199082177032773	0.106330558365103	0.134530062033306	0.147541694993708	0.0809298520927183	0.151885289431758	0.151518854321953	0.14736430942954	0.120740707277708	0.139362838313058	0.155088317469338	0.154681889328791	0.209006498420439
"210"	"TTU beta-lactamase"	0.267123110039161	0.0346516826449426	0.0313405561261144	0.018564553885068	0.00212426978226235	0.113639140741465	0.0133160520568862	0.001232048033446	0.00976842324624241	0.00315701409606794	0.103735076573673	0.00720712063518757	0.0180437018458707
"211"	"TUS beta-lactamase"	0.112108385027755	0.0593059754386472	0.0110227038692591	0.0541688794476899	0.0739265377941788	0.0985387852209577	0.0788510741405438	0.0853108963505171	0.0710328171615286	0.0896172850873155	0.0672664592617506	0.0424026993377961	0.0810446329002308
"212"	"VAM beta-lactamase"	0.323530971701889	0.106746184839141	0.0902814657461498	0.345194164080256	0.243239884239121	0.218893867275572	0.215556539633749	0.100235197550157	0.227726114845165	0.178376235720892	0.125102999464704	0.177001478254104	0.259547897458197
"213"	"VCC beta-lactamase"	0.174622834981421	0.0701009028146575	0.105696620152008	0.433215560250697	0.196306319995729	0.285237958790278	0.152720556897287	0.139336463800141	0.341137043398878	0.102548372157365	0.192562047770948	0.236446775694902	0.19672225999161
"214"	"VEB beta-lactamase"	0.210302708443972	0.215059019037611	0.203291728068462	0.133471870289983	0.315845684961838	0.25137724739941	0.200104348893595	0.126725204502048	0.15908530460776	0.382530667289089	0.305070696227043	0.156220618228632	0.102105046367874
"215"	"VHH beta-lactamase"	0.0940883208289548	0.0284075777213572	0.00780297087849132	0.00586105394774545	0.00157850704803397	0.0521744467974097	0.00660652724892194	0.000902185092293535	0.00324178531600923	0.00543555806195177	0.0226616328911904	0.00261064039008769	0.0148698884758364
"216"	"VHW beta-lactamase"	0.0985387852209577	0.017248672468244	0.0221417593581495	0.0252561127685435	0.0208697787189639	0.0594587452402974	0.0120291345639138	0.025285925464872	0.0339722378871986	0.0298940689202937	0.0469915270215784	0.032572136661356	0.0751484640387106
"217"	"VIM beta-lactamase"	0.848059729688662	0.352314465081143	0.177187416141813	0.35110333609551	0.498492510600473	0.42703427701894	0.240540470447885	0.116864498331963	0.234330927342948	0.119509315635125	0.520446096654275	0.247440064517706	0.37551266800419
"218"	"VMB beta-lactamase"	0.0358175519028888	0.0149958169563227	0.00797962127489795	0.027627295768219	0.00571383891785905	0.0512202079929459	0.00747389233518369	0.00192864960776089	0.00986241925144238	0.00495662949194548	0.040323566069552	0.0124283152530938	0.0246409606689199
